Block number,Time,Gas used,Gas limit,Base fee per gas
12976340,1628318421,25108982,30000000,34337781566
12976341,1628318434,11796095,30000000,37230448364
12976342,1628318454,10689711,30029295,36236424867
12976343,1628318463,10620266,30000000,34931697071
12976344,1628318475,29981557,30000000,33656767560
12976345,1628318508,7066314,30000000,37858690740
12976346,1628318516,8922221,30000000,35355699368
12976347,1628318523,29827094,30000000,33564998309
12976348,1628318524,1425927,30000000,37712259850
12976349,1628318525,16450755,30000000,33446351782
12976350,1628318530,28445956,30000000,33850705632
12976351,1628318545,19110215,30000000,37643664786
12976352,1628318578,19780398,29970705,38933027749
12976353,1628318610,3766104,29999972,40490262265
12976354,1628318622,1038711,30000000,36699735157
12976355,1628318627,29994389,30000000,32429938418
12976356,1628318663,29998089,30000000,36482164350
12976357,1628318680,390151,30000000,41041853915
12976358,1628318682,15210149,30029295,36045059846
12976359,1628318690,777706,30000000,36103726570
12976360,1628318695,29993847,30000000,31824744789
12976361,1628318708,7291592,30000000,35801206073
12976362,1628318713,30003320,30029295,33501453546
12976363,1628318732,4796426,29999971,37681890923
12976364,1628318745,29318403,29970676,34477809409
12976365,1628318777,2639382,29999943,38599944352
12976366,1628318780,3857871,30000000,34623952936
12976367,1628318781,29985893,30000000,31409081686
12976368,1628318791,2601535,30029295,35331524497
12976369,1628318792,29987413,30000000,31680305036
12976370,1628318821,29994565,30000000,35637020165
12976371,1628318858,3235471,30029295,40090033625
12976372,1628318868,4520865,30000000,36158642815
12976373,1628318874,2753173,30000000,33001048653
12976374,1628318876,29992648,30000000,29633064206
12976375,1628318912,30011575,30029295,33335381712
12976376,1628318921,2598715,30000000,37497386980
12976377,1628318928,19090465,30029295,33622255458
12976378,1628318935,572469,30058619,34763126385
12976379,1628318936,30029264,30029266,30583252280
12976380,1628318942,5096313,30000000,34406158305
12976381,1628318947,17818430,30000000,31566593116
12976382,1628318950,17950564,30029295,32307995057
12976383,1628318965,10742654,30058619,33097670564
12976384,1628318976,7531439,30029266,31917657107
12976385,1628318980,30040056,30058590,29929213399
12976386,1628318982,11208299,30087943,33665751517
12976387,1628318991,9352590,30058562,32592806910
12976388,1628318997,15689505,30029209,31053983350
12976389,1628319010,17648078,30000000,31228466510
12976390,1628319025,24190492,30000000,31917594969
12976391,1628319045,1044974,30029295,34362081645
12976392,1628319049,29996089,30000000,30365758554
12976393,1628319066,3280699,30029295,34160488702
12976394,1628319069,13180065,30058619,30823435573
12976395,1628319072,30017478,30029266,30349361439
12976396,1628319093,4750417,30000000,34140053205
12976397,1628319106,28815029,30000000,31224042298
12976398,1628319139,2128818,29970705,34818717713
12976399,1628319142,29982099,29999972,31084671058
12976400,1628319174,10827332,30029267,34965625133
12976401,1628319182,14753960,30000000,33746717576
12976402,1628319193,17550401,30000000,33677525557
12976403,1628319212,10077628,30000000,34393285514
12976404,1628319224,30027960,30029295,32982480968
12976405,1628319245,15028126,29999971,37104924791
12976406,1628319262,6982788,30029266,37113626213
12976407,1628319273,16591728,30058590,34631956389
12976408,1628319281,1300300,30087943,35081995059
12976409,1628319282,30092342,30117324,31075777235
12976410,1628319286,1861175,30146734,34953805132
12976411,1628319311,18398253,30117295,31124067021
12976412,1628319312,2896448,30087885,31986877944
12976413,1628319315,30101901,30117266,28758332462
12976414,1628319320,4959322,30087856,32349456092
12976415,1628319326,30113387,30117237,29638798352
12976416,1628319341,14678125,30146647,33342701182
12976417,1628319359,9979391,30176086,33233427262
12976418,1628319371,15586880,30146619,31826866330
12976419,1628319377,30069089,30117180,31962415163
12976420,1628319403,2558364,30087770,35944957692
12976421,1628319409,15486118,30117151,32215938193
12976422,1628319420,802383,30087741,32330272541
12976423,1628319464,30053119,30058360,28504535247
12976424,1628319470,30081626,30087712,32066359634
12976425,1628319472,3135197,30117093,36073033030
12976426,1628319476,20988470,30146503,32502706899
12976427,1628319491,12209843,30117065,34097092786
12976428,1628319509,30078810,30087655,33290805584
12976429,1628319521,204958,30117036,37449709897
12976430,1628319523,20174391,30146446,32832211076
12976431,1628319543,2820040,30175884,34221119610
12976432,1628319545,30192830,30205351,30742999950
12976433,1628319549,12153557,30234847,34582689230
12976434,1628319569,30258783,30264372,33735169974
12976435,1628319593,1965059,30293926,37950508730
12976436,1628319598,15214501,30323508,33822123697
12976437,1628319608,5521722,30293897,33836831886
12976438,1628319619,4857181,30264315,31149102698
12976439,1628319623,12175351,30234762,28505260493
12976440,1628319627,30244341,30264287,27811825801
12976441,1628319632,816668,30234734,31283721835
12976442,1628319633,30189898,30205209,27584507138
12976443,1628319649,30166215,30175713,31029075116
12976444,1628319675,10743096,30205180,34905268112
12976445,1628319692,30160649,30175684,33645804447
12976446,1628319744,10482883,30146217,37847339006
12976447,1628319758,1238495,30116779,36406629153
12976448,1628319759,30075972,30087370,32230088790
12976449,1628319761,5337622,30057989,36255797457
12976450,1628319767,18250617,30028637,33333376134
12976451,1628319784,3674167,30000000,34231491951
12976452,1628319786,30014186,30029295,31000657275
12976453,1628319806,9381982,30000000,34871840259
12976454,1628319817,5838843,30029295,33239251707
12976455,1628319821,29996918,29999971,30700090624
12976456,1628319839,14118268,30000000,34536821145
12976457,1628319855,11941765,30029295,34283052642
12976458,1628319868,8381133,30000000,33406010916
12976459,1628319875,30026425,30029295,31563428056
12976460,1628319924,4205052,29999971,35508102670
12976461,1628319929,29989452,30000000,32313869566
12976462,1628319937,10071470,30029295,36350262872
12976463,1628319953,16162759,30000000,34854342061
12976464,1628319972,6531706,30029295,35192068727
12976465,1628319980,29957359,30000000,32706726892
12976466,1628319991,554823,29970705,36783445690
12976467,1628319994,29934937,29941438,32355750401
12976468,1628320028,7161950,29970676,36398462899
12976469,1628320035,19871162,29999943,34023146958
12976470,1628320050,19030719,30000000,35404260021
12976471,1628320082,6730274,30000000,36593465217
12976472,1628320089,24690630,30000000,34071649128
12976473,1628320095,1808774,29970705,36823113671
12976474,1628320099,21632497,29999972,32775806095
12976475,1628320108,11269817,30029267,34587356906
12976476,1628320119,28893707,30000000,33509048103
12976477,1628320141,13333499,29970705,37388755571
12976478,1628320169,10577386,29941438,36873579751
12976479,1628320184,15556373,29970676,35520956718
12976480,1628320185,24737560,29999943,35690153014
12976481,1628320215,20227067,30029238,38586292291
12976482,1628320247,1259845,30058562,40260735729
12976483,1628320250,16924373,30029209,35650005982
12976484,1628320258,16659358,29999885,36216814772
12976485,1628320272,409601,30000000,36717639724
12976486,1628320274,29984944,30000000,32253264609
12976487,1628320279,11449477,30029295,36280875975
12976488,1628320293,29980959,30000000,35204031723
12976489,1628320327,1928305,30000000,39598949688
12976490,1628320335,20407417,30000000,35285404750
12976491,1628320345,12528623,30000000,36875428895
12976492,1628320357,18782318,29970705,36115986505
12976493,1628320377,615320,29999972,37259863312
12976494,1628320380,30028369,30029267,32793436736
12976495,1628320385,9188952,30058591,36892371435
12976496,1628320393,19786927,30029238,35100337085
12976497,1628320424,12336997,30058562,36494891447
12976498,1628320425,30081608,30087915,35677698227
12976499,1628320464,3543192,30058534,40135541120
12976500,1628320474,23058681,30087887,36301356830
12976501,1628320482,1704607,30058506,38718823647
12976502,1628320488,28799107,30087859,34427903312
12976503,1628320499,5853455,30117240,38362729265
12976504,1628320508,4199422,30087830,35431391162
12976505,1628320509,30114883,30117211,32238775797
12976506,1628320543,1377732,30087801,36268000041
12976507,1628320544,30045171,30058420,32149681474
12976508,1628320558,1837541,30029068,36164848964
12976509,1628320564,16360415,30000000,32197493387
12976510,1628320565,6339985,30029295,32562509661
12976511,1628320571,28730602,30000000,30210899554
12976512,1628320604,8054566,30029295,33667681535
12976513,1628320613,29982870,30000000,31716838214
12976514,1628320626,2510339,30000000,35676915412
12976515,1628320627,11098150,30029295,31963643921
12976516,1628320634,29997109,30000000,30921448961
12976517,1628320683,29249302,29970705,34785885131
12976518,1628320710,5355945,29999972,38924794632
12976519,1628320716,3574450,29970677,35796522418
12976520,1628320721,29994809,29999944,32389274380
12976521,1628320729,10498914,30000000,36436547683
12976522,1628320750,491909,30000000,35069847395
12976523,1628320752,29979746,30000000,30829876251
12976524,1628320759,12024956,30000000,34678407213
12976525,1628320770,12908750,30000000,33818658986
12976526,1628320783,17845039,30029295,33229298398
12976527,1628320793,17055476,30058619,34012299992
12976528,1628320810,16166444,30087972,34585468391
12976529,1628320829,633120,30117353,34908028645
12976530,1628320830,17142375,30087943,30727982189
12976531,1628320848,30097590,30117324,31263742666
12976532,1628320891,4880201,30087914,35166589205
12976533,1628320905,30047424,30058533,32196753609
12976534,1628320908,10195666,30029180,36218373267
12976535,1628320927,7655513,30000000,34765340016
12976536,1628320930,16397964,30000000,32637560118
12976537,1628320932,9207674,30029295,33017777902
12976538,1628320944,29980426,30000000,31421558684
12976539,1628320962,10690489,30000000,35344128139
12976540,1628320978,3786924,29970705,34074828898
12976541,1628320983,29987802,29999972,30891849630
12976542,1628321015,11630818,30000000,34750197882
12976543,1628321026,16873859,30000000,33774533372
12976544,1628321030,4656824,30029295,34301939316
12976545,1628321051,29985457,30000000,31344049131
12976546,1628321076,2219887,30000000,35258256634
12976547,1628321080,29979916,30000000,31503219101
12976548,1628321107,4162516,30000000,35435848899
12976549,1628321112,27834420,30029295,32235553521
12976550,1628321123,2142382,30058619,35675964729
12976551,1628321127,12345526,30087972,31852156586
12976552,1628321132,30101233,30117353,31137986066
12976553,1628321136,13013573,30146763,35026068011
12976554,1628321151,30105178,30117324,34427770132
12976555,1628321193,3897360,30146734,38727770309
12976556,1628321206,1827425,30117295,35138477419
12976557,1628321210,30144887,30146705,31279191493
12976558,1628321245,30155215,30176144,35188619115
12976559,1628321280,866369,30146677,39581095139
12976560,1628321283,8168249,30117238,34917833163
12976561,1628321291,30080267,30087828,32920664714
12976562,1628321333,4967742,30117209,37033679581
12976563,1628321339,234508,30087799,33931617880
12976564,1628321345,0,30058418,29756282447
12976565,1628321346,30081376,30087770,26036747142
12976566,1628321349,30052385,30058389,29289957257
12976567,1628321373,30021334,30029037,32949739530
12976568,1628321400,14647860,29999713,37066344192
12976569,1628321418,2573662,30000000,36957616441
12976570,1628321425,29963327,29970705,33130551162
12976571,1628321443,1128140,29999972,37269831365
12976572,1628321444,29992772,30000000,32961482668
12976573,1628321447,7684622,30000000,37079682621
12976574,1628321460,1998737,30000000,34819250167
12976575,1628321462,29980048,30000000,31046798260
12976576,1628321504,29952545,29970705,34922485994
12976577,1628321510,3111848,29941438,39282506932
12976578,1628321511,29899539,29912200,35392862569
12976579,1628321533,827808,29941410,39813225187
12976580,1628321535,11503991,29970648,35111757028
12976581,1628321537,18905880,29999915,34092128437
12976582,1628321553,10813199,30029210,35201808522
12976583,1628321563,15048421,30058534,33970531630
12976584,1628321575,1265336,30029181,33975943334
12976585,1628321578,30057905,30058505,30086860493
12976586,1628321579,10688369,30087858,33847568163
12976587,1628321587,2572725,30058477,32622612951
12976588,1628321588,30008648,30029125,29242834130
12976589,1628321605,1696697,29999801,32893203433
12976590,1628321606,29980935,30000000,29246637768
12976591,1628321612,7104422,30029295,32897820929
12976592,1628321616,29733118,29999971,30731360027
12976593,1628321621,11210300,30000000,34504440587
12976594,1628321636,3286071,30000000,33414761600
12976595,1628321640,15993993,30029295,30152943726
12976596,1628321644,19264912,30000000,30398788373
12976597,1628321660,7363230,30029295,31479189683
12976598,1628321664,29002303,30058619,29473977647
12976599,1628321671,4447437,30087972,32899282436
12976600,1628321677,25262462,30058591,30002619458
12976601,1628321703,4629950,30087944,32556147545
12976602,1628321707,30110303,30117325,29739068745
12976603,1628321722,14111421,30146735,33454719132
12976604,1628321738,4564599,30117296,33187844176
12976605,1628321749,30128577,30146706,30296857026
12976606,1628321757,18897732,30117267,34079409330
12976607,1628321781,7465194,30087857,35165449363
12976608,1628321791,30053685,30058476,32951021168
12976609,1628321849,1920640,30087828,37068585803
12976610,1628321852,30042186,30058447,33026575790
12976611,1628321872,9770640,30029095,37150431364
